cod_individuo;num_apolices_ativas;tipo_cobertura;valor_premio_anual;tempo_cliente_dias;data_primeira_apolice;num_produtos_contratados;valor_cobertura_total;franquia_media;canal_aquisicao;pagamento_em_dia;desconto_aplicado_pct;metodo_pagamento
IND-221301031071;3;Padrão; ;1837.0;05-21-2021;1;R$ 126.669,81;R$1.285,82; Agente;OK;0.126;DEB AUTO
IND-221302051081;4;Padrao;R$ 1.072,19;1704.0;10-01-2021;1;R$111.721,94;R$ 752,86;Agente;1;0.175;Pix
IND-221301902531;1;Padrao;R$1.175,65;2839.0; ;4;R$ 166.962,07;1113.36;Agente;1;0.063;?
IND-221301893713;1;Prem.;R$ 1.452,80;4955.0;11-06-2012;6;152.749,01;953.19;NULL;Em dia;0.056;  
IND-221301705706;-;Basic;1.770,93;30.0;2026-05-02;1;R$136.528,46;1.258,50;Digital;OK;0.226;Cartão
IND-221300628422;4;PADRAO;788.09;1784.0;13/07/2021;1;137883.16;R$331,22;Indicacao;Nao;0.137;Cartao_Credito
IND-221302556346;5;Plus;R$ 1.589,16;3428.0;2017/1/11;1;162585.1;1292.93;Agente  ;Sim;0.153;debito
IND-221303302513;4;basica;1469.83;3041.0;2018-02-02;-;140221.37;R$ 874,97;Telefone;Sim;0.107;BOL
IND-221301971539;4;BASICA;1668.18;644.0;26 Aug 2024;2;R$ 230.790,22;R$ 1.487,07;Agente;OK;0.172;DEB AUTO
IND-221302446193;4;Padrão;R$1.185,27;445.0;2025/3/13;1;R$ 144.993,87;R$ 1.015,32;Agente;S;-;Pix
IND-221301524985;3;Std;R$995,80;2599.0;2019/4/20;1;127292.04;R$ 963,63;Indicacao;OK;;BOL
IND-221300582796;3;Basic;R$1.744,62;1767.0;30 Jul 2021;1;R$85.317,31;R$ 930,63;Telefone;Sim;0.117;Cartão
IND-221303060769;1;PREMIUM;R$ 1.050,22;4574.0;2013-11-22;4;159.024,05;R$ 1.133;Digital;1;0.046;debito
IND-221303274110;2;Premium;R$ 961,54;1182.0;03-07-2023;2;162646.25;R$ 894,35;Digital;Sim;0.091;Debito Automatico
IND-221301112852;3;premium;2146.48;30.0;2026-05-02;2;137.002,72;R$ 2.421,76;Digital;Sim;0.152;debito
IND-221303134714;2;padrao;R$ 1.251,13;218.0;10-26-2025;2;R$138.174,93;R$847,52;Agente ;OK;0.08;Debito Automatico
IND-221303075018;2;Std;2.446,44;3288.0;31/05/2017;5;N/A;R$ 1.905,74;Digital;1;0.103;Debito_Auto
IND-221302250903;1;Padrao;R$500,51;3820.0;16 Dec 2015;2;R$140.367,69;595,93; Indicacao;1;0.057;DEB AUTO
IND-221302614416;1;Std;R$ 1.096,38;811.0;03-12-2024;4;R$ 185.804,39;R$ 1.276,19;Agente;1;0.0;debito
IND-221301724394;3;PADRAO;R$ 1.170,46;30.0;2026-05-02;1;R$ 87.479,64;885.46;Agente;NULL;0.116;Boleto Bancario
IND-221300097919;2;Basic;R$803,39;1657.0;2021/11/17;1;110.597,76;401.53;Digital;OK;0.082;DEB AUTO
IND-221303038821;2;Premium;1.090,05;489.0;28 Jan 2025;2;124732.06;914.64;Digital;Nao;0.112;PIX
IND-221301741141;1;Plus;R$978,60;5192.0;14 Mar 2012;4;R$139.798,37;412.92; Digital;Em dia;0.041;debito
IND-221301506298;2;PADRAO;1.220,51;2836.0;26 Aug 2018;2;R$ 117.505,97;R$ 1.250;Indicacao;S;0.08;DEB AUTO
IND-221303038857;3;BASICA;R$619,54;861.0;2024-01-22;1;110578.73;291.18;Indicacao;Em dia;0.143;null
IND-221301866408;4;padrao;948,23;955.0;2023-10-20;2;R$ 250.814,97;R$864,56;Digital;OK;0.149;Boleto
IND-221301112394;1;Std;null;4046.0;2015-05-04;4;135.848,37;763.68;Indicacao;1;0.074;Debito Automatico
IND-221301560027;2;Std;1106.64;2252.0;04-01-2020;1;N/A;1.084,28;Digital  ;OK;0.123;DEB AUTO
IND-221301780310;1;Prem.;R$ 1.475,68;1536.0;2022-03-18;5;R$ 177.376,96;1689.89;Digital;OK;0.071;BOL
IND-221302931381;3;Básica;1330.73;593.0;2024-10-16;1;116517.59;R$770,43;Indicacao;Nao;0.144;PIX
IND-221303215271;1;PREMIUM;R$1.169,93;3587.0;  ;4;121588.83;R$753,62;Telefone;1;0.047;DEB AUTO
IND-221300017346;2;premium;1085.97;3952.0;2015/8/6;2;137439.33;519.82;Indicacao;1;0.079;debito
IND-221302291558;2;PREMIUM;null;3789.0;16/01/2016;4;R$ 130.415,57;1.108,70;Indicacao;null;0.048;DEB AUTO
IND-221301016202;1;Premium;974,65;2867.0;07-26-2018;4;R$ 137.544,54;R$ 522,07;Digital;Em dia;0.028;CC
IND-221302383003;2;premium;NULL;30.0;2026/5/2;2;121863.39;1.374,83;Indicacao;OK;0.075;Boleto
IND-221300557779;1;Plus;1.308,77;N/A;06-01-2018;5;0.01;R$ 1.362,27;Indicacao;Em dia;0.028;DEB AUTO
IND-221300456896;3;Basic;1309.91;920.0;24 Nov 2023;2;R$ 182.966,10;1104.23;-;S;0.123;Debito_Auto
IND-221301019794;4;Basic;1073.99;3211.0;16/08/2017;1;null;R$ 964,43; Digital;OK; ;Debito_Auto
IND-221300239198;4;N/A;R$4.074,93;632.0;2024-09-07;1;106731.11;1522.73;Digital ;S;0.171;Cartão
IND-221303087552;5;PADRAO;R$1.516,70;822.0;01 Mar 2024;1;R$123.992,95;R$ 664,75;Agente;null;0.177; 
IND-221302214779;1;Plus;R$ 1.350,47;4423.0;22/04/2014;4;R$126.926,50;R$ 1.247,31;Agente;Em dia;0.029;Debito Automatico
IND-221300201853;  ;Basic;1913.51;1160.0;29/03/2023;1;R$ 92.305,83;2140.40; Telefone;0;0.099;debito
IND-221300002583;1;PREMIUM;R$ 990,27;5065.0;2012-07-19;4;200223.46;R$ 1.152,27;Indicacao;S;0.049;Debito Automatico
IND-221302614561;2;Std;R$ 1.142,13;1931.0;2021/2/16;2;R$ 145.513;R$1.196,91;Digital;OK;NULL;DEB AUTO
IND-221302502891;4;padrao;R$962,78;1771.0;2021/7/26;2;R$ 212.204,99;R$731,87;Telefone;Em dia;0.187;boleto
IND-221300962088;2;Plus;R$ 1.303,99;867.0;2024/1/16;2;R$ 134.860,84;R$ 1.188,84;Agente;1;0.084;BOL
IND-221300473565;2;Padrao;1092.69;3414.0;2017/1/25;  ;519.860,88;R$ 700,27;Indicacao;Nao;0.07;debito
IND-221300181743;2;Std;R$1.197,78;4513.0;2014-01-22;1;R$ 61.492,57;R$952,80;Agente  ;S;0.098;Cartao
IND-221300804452;NA;Std;1134.62;282.0;2025/8/23;2;209356.32;R$ 1.041,11;Digital ;1;0.168;PIX
IND-221302933880;4;Basic;1470.4;30.0;05-02-2026;1;R$148.102,10;1.203,03;Digital;Em dia;0.193;Boleto
IND-221301596677;1;Plus;1289.36;3061.0;01-13-2018;4;R$ 144.379,88;754.49;Digital;OK;0.022;BOL
IND-221301136780;2;Std;R$1.285,82;2150.0;12/07/2020;2;120.472,22;1.164,54;Agente;1;0.078;DEB AUTO
IND-221301813713;4;Basica;1.078,22;1048.0;2023-07-19;1;R$ 151.125,64;R$ 933,04;Digital;S;0.134;DEB AUTO
IND-221302328199;2;PADRAO;R$ 1.118,77;184.0;11-29-2025;2;192.907,65;R$1.245,40;Telefone;OK;0.099;DEB AUTO
IND-221303278299;3;Basic;706.10;30.0;05-02-2026;1;139004.95;R$674,88;Telefone; ;0.139;Pix
IND-221301800441;1;premium;R$ 1.422,74;4415.0;2014-04-30;6;R$ 161.559;R$ 1.571,13;Digital;Nao;0.03;DEB AUTO
IND-221300387650;NA;Padrao;1425.10;4242.0;10-20-2014;5;163744.08;R$ 1.048;Telefone;1;0.024;Boleto
IND-221302183949;N/A;premium;R$ 1.195,27;789.0;2024/4/3;1;R$ 144.958,17;R$ 1.071,99;Agente;OK;0.164;Cartao_Credito
IND-221302515524;2;padrao;R$ 1.272,39;745.0;17/05/2024;2;R$130.602,12;1.087,42;Digital  ;Sim;0.084;Cartão
IND-221303216051;3;Básica;1417.13;768.0;24 Apr 2024;1;129215.46;R$1.684,91;Agente;1;0.138;Debito Automatico
IND-221301909340;1;Plus;R$ 1.103,32;4290.0;02 Sep 2014;4;-;1.256,60;Digital;1;0.059;BOL
IND-221301827509;1;Plus; ;2966.0;18/04/2018;4;191677.81;R$1.366,65;Agente;S;0.021;NA
IND-221301465260;1;Plus;NULL;2950.0;NULL;2;127341.06;539.82;Digital  ;S;0.04;Debito_Auto
IND-221300866733;3;basica;R$ 1.098,69;85.0;08/03/2026;1;123350.82;R$ 732,66;Indicacao;Em dia;0.113;Boleto
IND-221303177336;3;-;785.72;1784.0;07-13-2021;1;NULL;NA;Digital;OK;0.084;Pix
IND-221301701077;1;Padrão;R$1.081,68;?;2019-11-26;4;R$ 171.654,85;R$989,12;Agente;Sim;0.057;Cartão
IND-221301137099;1;Premium;R$ 1.452,45;2118.0;13 Aug 2020;5;169034.51;R$ 794,03;Digital;OK;0.031;boleto
IND-221302453353;2;Premium;-100,00;3333.0;16 Apr 2017;-;R$ 121.138,79;540.36;Telefone;Sim;0.079;debito
IND-221301843489;1;Std;R$ 1.154,46;3121.0;11-14-2017;4;161.662,90;988.63;Agente;OK;0.037;pix
IND-221303239075;1;Plus;R$ 1.131;2278.0;03-06-2020;4;R$186.391,17;1163.56;Indicacao;OK;0.069;DEB AUTO
IND-221300992692;3;  ;R$ 1.461,93;NULL;2019-03-09;1;R$ 139.371,55;620.16;NA;1;N/A;Cartao_Credito
IND-221302493222;3;PADRAO;1058.5;1192.0;02-25-2023;1;129.974,45;707,66;Indicacao;0;0.096;debito
IND-221303006962;#N/D;Premium;R$1.419,41;2372.0;2019/12/3;4;R$ 148.107,47;996.85;Indicacao;S;0.06;#N/D
IND-221302791771;2;Basica;R$ 1.025,02;301.0;08-04-2025;2;180.865,04;R$ 839,19;Digital;N;0.097;DEB AUTO
IND-221302860291;5;Basic;NULL;1929.0;2021-02-18;1;143483.13;R$ 1.363,34;Digital;OK;0.175;Boleto
IND-221301572003;1;premium;1.309,23;4605.0;2013-10-22;4;R$174.520,95;1.472,43; Digital;Sim;0.044;Debito Automatico
IND-221301573685;1;Padrao;R$ 1.242,31;2157.0;05 Jul 2020;5;R$ 149.237,69;R$709,07;Agente;1;0.024;DEB AUTO
IND-221300800381;4;BASICA;1.218,41;1040.0;2023-07-27;1;R$133.552,12;687.43;Digital;Em dia;0.142;PIX
IND-221303283776;2;padrao;R$ 1.623;2521.0;07-07-2019;2;116.526,48;R$1.382,43;Digital;OK;0.077;Cartão
IND-221300575401;3;Básica;R$1.418,64;30.0;02/05/2026;1;111472.99;R$ 1.139,29;Digital;Atrasado;0.114;PIX
IND-221301160542;3;Basica;R$ 1.270;3080.0;2017-12-25;1;105.930,69;1.131,99;Agente;OK; ;CC
IND-221300362928;1;PREMIUM;R$ 1.388,84;1209.0;08 Feb 2023;6;R$ 146.624,49;1425.91;Agente;OK;0.015;DEB AUTO
IND-221301088194;3;Básica;1.339,53;331.0;NULL;1;R$ 111.666,17;R$738,80; Agente;OK;0.084;pix
IND-221302831631;;padrao;;4124.0;2015/2/15;3;null;837.71;Digital;1;0.054;Pix
IND-221302932845;2;Basic;R$ 1.181,53;N/A;2018/6/4;2;R$ 129.913,63;R$ 1.309,43;Agente ;OK;0.081;Debito_Auto
IND-221302961626;2;Padrão;R$ 1.249,53;3133.0;2017/11/2;2;R$ 158.791,49;1259.42;Agente;S;0.063;Boleto
IND-221302007018;1;#N/D;1.211,71;5102.0;12/06/2012;3;104382.46;1181.87;Telefone;Em dia;0.027;Cartao_Credito
IND-221301820906;1;PREMIUM;645,22;2569.0;20 May 2019;2;145.899,43;501.34;Agente;Em dia;0.025;Debito Automatico
IND-221300821543;2;?;R$ 1.099,93;2312.0;NA;2;120857.83;R$ 649,22;  Agente;NA;0.075;NULL
IND-221302673959;1;Prem.;1.840,15;2474.0;23 Aug 2019;5;R$ 175.330,53;R$ 1.824;Telefone ;OK;0.073;DEB AUTO
IND-221300294377;2;PREMIUM;1446.84;30.0;02/05/2026;3;999.999.999,00;973.89;Digital;1;0.054;Debito Automatico
IND-221302015341;1;PREMIUM;3386.34;2790.0;11/10/2018;4;135997.49;600.19;Telefone;1;0.021;Boleto
IND-221300465486;5;Plus;R$1.705,26;2371.0;04/12/2019;1;R$524.169,64;R$ 1.495,50;Digital;OK;0.193;Debito_Auto
IND-221303110540;2;Std;R$1.206,19;1456.0;06 Jun 2022;2;R$ 117.794,88;R$ 811,62;Agente;OK;0.085;Cartao_Credito
IND-221300414827;1;PREMIUM;R$ 563,47;620.0;19 Sep 2024;2;R$109.760,58;659,52;Agente;Sim;0.057;Pix
IND-221300574559;1;PREMIUM;R$ 1.091;3735.0;10 Mar 2016;5;213886.81;R$ 1.140,05;Digital;S;0.034;CC
IND-221302097758;3;basica;1024.22;229.0;2025/10/15;1;105534.89;1179.04; Telefone;Em dia;0.116;Cartão
IND-221301996672;1;Prem.;1651.5;3224.0;2017/8/3;5;121519.58;R$1.936,10;Telefone;OK;0.013;Debito Automatico
IND-221300472185;5;Padrão;R$ 1.269,13;674.0;2024-07-27;1;R$ 101.879,53;1008.19;Indicacao;1;0.198;Cartão
IND-221300325291;3;basica;R$ 1.610,72;1060.0;07/07/2023;1;103517.17;1516.92;Agente;OK;0.142;Debito_Auto
IND-221300420361;4;Basic;R$ 1.036,82;1070.0;2023-06-27;1;R$ 133.339;R$1.128,52;Agente;Em dia;0.225;BOL
IND-221301548123;1;Padrão;1031.15;3329.0;2017/4/20;4;R$166.129,48;R$ 537,50;Digital;Em dia;0.046;Cartão
IND-221302792290;4;Básica;1.584,94;30.0;2026-05-02;1;148.164,55;R$ 1.106;N/A;S;0.139;BOL
IND-221300271612;3;Basic;933.32;1192.0;25 Feb 2023;1;147.837,87;R$ 675,15;Telefone;S;0.08;BOL
IND-221300359384;2;Premium;1.335,61;2709.0;31 Dec 2018;2;R$154.546,36;R$ 587,62;Digital; ;0.081;Debito Automatico
IND-221300940028;N/A;PADRAO;1488.61;2470.0;NULL;2;110.147,86;1665.66;Telefone;OK;0.048;Cartao_Credito
IND-221301461325;2;BASICA;R$ 1.357,08;2040.0;2020/10/30;2;;904,38;Digital;Sim;0.066;PIX
IND-221300124282;3;Basica;R$ 1.273,78;1341.0;2022-09-29;1;R$101.757,58;637,50;Digital;S;0.109;CC
IND-221300796450;3;basica;R$ 1.454,16;30.0;02/05/2026;2;187.538,58;R$ 1.248,05;Agente;S;0.093;PIX
IND-221301304857;4;Basica;R$ 1.183,74;?;2026/5/2;1;141724.86;R$958,86;Indicacao;Sim;0.184;BOL
IND-221300113326;2;PREMIUM;1.226,81;99999.0;2026/4/16;2;140.789,69;R$ 1.124; Agente;OK;0.094;Debito_Auto
IND-221302090642;2;premium;1069.28;3924.0;09-03-2015;1;R$ 81.887,37;R$1.255,98;Telefone;Sim;-;Debito_Auto
IND-221300310738;5;Basica;1507.42;1310.0;10-30-2022;1;R$ 95.793,02;R$ 1.145,05;  Agente;S;N/A;Debito_Auto
IND-221300938819;2;basica;1315.66;405.0;22/04/2025;2;R$119.157,96;R$ 576;Digital ;1;0.079;Pix
IND-221303255227;4;Padrão;R$ 1.398,54;30.0;2026/5/2;1;150155.04;R$1.423,03;Digital;1;0.154;debito
IND-221301220194;1;Padrao;961.97;2757.0;11-13-2018;4;R$ 176.643,76;R$976,81; Indicacao;S;0.026;Pix
IND-221303073938;4;basica;1448.97;343.0;2025/6/23;1;165066.39;1.270,58;Indicacao;OK;0.105;Debito_Auto
IND-221302888167;1;premium;R$ 1.770,92;2214.0;09/05/2020;6;R$ 203.343,34;R$ 1.833;Agente;OK;0.044;Cartao_Credito
IND-221302732487;3;BASICA;R$ 1.282;1049.0;18 Jul 2023;1;R$ 106.122;R$ 1.189,64;NULL;Sim;0.14;debito
IND-221302287890;5;Std;1548.77;2264.0;20/03/2020;1;R$ 133.335;R$ 983,94;Indicacao;1;0.198;DEB AUTO
IND-221302642647;4;Basica;1181.60;2273.0;11 Mar 2020;1;R$ 130.556,48;926,22;Agente;Em dia;0.174;BOL
IND-221301479233;1;Std;R$515,99;2142.0;20/07/2020;2;136.946,86;-;Digital;OK;0.047;debito
IND-221300028493;4;Básica;1357.22;162.0;12-21-2025;1;136.862,10;1.225,05;  Agente;S;0.172;boleto
IND-221302818079;1;padrao;R$ 923,95;2075.0;09-25-2020;3;130.310,49;R$ 673,21;Agente;OK;0.041;CC
IND-221301444043;1;padrao;R$ 1.204,64;3770.0;2016/2/4;3;R$ 110.153,57;1.105,88;Digital;1;0.06;Cartao
IND-221301164196;2;  ;1105.61;3618.0;07-05-2016;2;R$121.778,30;1036.17;NA;Em dia;0.106;Boleto Bancario
IND-221301651565;4;padrao;1412.85;393.0;2025-05-04;1;R$ 133.465,20;978,07;Indicacao;1;0.186;Debito_Auto
IND-221302487892;2;PADRAO;R$2.976,25;6236.0;05-05-2009;4;144027.55;R$ 1.788;Indicacao;OK;0.057;  
IND-221303300243;1;Prem.;738.0;4340.0;14 Jul 2014;2;R$ 138.755,36;R$834,89; Digital;Sim;0.048;BOL
IND-221303186606;2;null;1400.38;2809.0;22 Sep 2018;3;R$207.148,17;1500.87;Agente;S;0.08;Debito_Auto
IND-221303144754;2;Prem.;1.788,50;4867.0;02-02-2013;4;R$ 118.342,87;R$1.373,09;Telefone;Sim;0.091;CC
IND-221300616302;1;Prem.;1383.93;2639.0;11/03/2019;4;152.040,56;692.29;Digital  ;OK;0.002;Cartao
IND-221302138142;2;premium;R$ 1.350,62;4878.0;22/01/2013;2;137405.21;798.16;Digital;1;NA;pix
IND-221300959887;1;Prem.;R$ 1.003,40;1841.0;05-17-2021;5;178.448,38;R$1.086,51;Agente;1;0.026;Boleto Bancario
IND-221302804878;1;Padrão;R$1.132,56;4698.0;2013-07-21;4;143029.64;931,92;Agente;OK;0.014;Boleto
IND-221300575853;2;padrao;1177.36;3890.0;07 Oct 2015;2;R$147.020,36;R$ 1.372,48;  Agente;Sim;0.096;Boleto Bancario
IND-221300382882;2;N/A;R$ 1.352,75;3530.0;2016-10-01;2;R$155.826,87;R$720,71;Indicacao;OK;0.052;Pix
IND-221302562267;1;Std;596.46;2885.0;08 Jul 2018;1;78722.83;R$ 409,60;Agente;Nao;0.045;PIX
IND-221302497007;1;Prem.;R$ 1.525,07;2904.0;2018-06-19;5;R$ 133.762;1803.32;NULL;N/A;0.054;BOL
IND-221301958272;3;basica;R$1.288,18;1705.0;30 Sep 2021;1;R$ 86.478;1268.11;Digital;1;0.118;PIX
IND-221302149255;2;Premium;R$ 1.214,04;4126.0;02-13-2015;3;237.064,58;;Agente;OK;0.123;Cartao_Credito
IND-221300395103;2;premium;1021.96;3356.0;24 Mar 2017;1;R$ 75.660,26;741.76;Telefone;S;?;Boleto Bancario
IND-221300439859;4;basica;1350.83;113.0;02-08-2026;1;129.069,86;845.13;Digital;S;0.113;Debito Automatico
IND-221302679373;4;Prem.;R$1.038,73;2193.0;30/05/2020;1;R$ 114.212,28;R$ 819,50;Indicacao;Sim;0.158;CC
IND-221302727021;4;Básica;1405.31;1037.0;2023-07-30;1;109719.48;977.7;Digital;Em dia;0.148;Boleto Bancario
IND-221302817879;1;padrao;1.214,25;2708.0;2019/1/1;4;R$ 119.977,35;556.34;Indicacao;Em dia;0.037;CC
IND-221303044488;2;Basic;null;3859.0;2015-11-07;2;R$ 141.579,70;R$ 990,60;Digital;Sim;0.046;Cartao_Credito
IND-221302505624;4;BASICA;R$1.793,12;2839.0;23 Aug 2018;1;R$100.622,56;1250.06;Telefone;S;0.137;
IND-221300531746;4;PADRAO;R$1.332,65;857.0;2024-01-26;1;R$ 117.012,33;R$603,94;Digital;Em dia;0.147;debito
IND-221303023721;4;basica;R$ 948,65;260.0;2025/9/14;1;155.038,10;R$ 906;Telefone;OK;0.133;debito
IND-221302233372;2;Basica;R$1.066,59;2803.0;2018-09-28;2;151.960,45;694,85;Indicacao;Sim;0.091;Boleto Bancario
IND-221302265099;5;padrao;R$ 1.389,54;-;17/06/2018;1;R$ 119.718,88;R$ 837,92;Indicacao;1;0.2;DEB AUTO
IND-221301566975;2;PADRAO;1.413,70;  ;2016-01-05;2;R$ 126.237,79;1.199,38;Digital;Em dia;0.084;PIX
IND-221301563930;2;Basic;R$ 1.459,92;4207.0;24/11/2014;2;R$155.373,89;R$963,81;Indicacao;Em dia;0.093;Debito Automatico
IND-221301090276;1;Padrao;1242.97;2733.0;07/12/2018;5;R$152.091,76;691,99;Agente;Sim;0.016;debito
IND-221302264695;5;Std;1440.77;2342.0;01-02-2020;1;R$ 124.913,45;null;Indicacao ;OK;0.217;debito
IND-221300623321;1;Prem.;R$ 1.303;2827.0;?;4;R$ 151.903,79;1.318,38;Digital;S;0.039;Debito_Auto
IND-221301426674;3;Padrão;R$ 1.234;2531.0;2019/6/27;1;R$ 116.072;1.165,10;Agente;1;0.106;Debito_Auto
IND-221302433646;2;Std;R$1.180,81;1637.0;07/12/2021;2;R$153.011,30;480.98;Agente;OK;0.074;Boleto Bancario
IND-221301519900;4;BASICA;-;;2021-05-10;1;R$122.236,92;1.357,70;Indicacao;1;0.128;Debito Automatico
IND-221303206297;4;padrao;R$1.043,26;1450.0;2022-06-12;1;518888.84;816.67;-;Sim;0.145;Cartão
IND-221301839259;1;Prem.;R$ 1.231,18;3783.0;22/01/2016;5;884581.48;R$ 1.160,98;Telefone;Sim;0.028;PIX
IND-221302473310;4;Padrão;R$1.172,71;959.0;10-16-2023;1;R$ 117.988,74;1126.09;Indicacao;1;0.182;Boleto Bancario
IND-221300381878;3;BASICA;R$ 1.687,04;1521.0;02/04/2022;1;R$ 108.838,07;R$ 975,30;Agente;1;0.106;CC
IND-221300543064;1;Plus;R$ 1.341,43;2566.0;23 May 2019;4;R$ 144.393,87;1244.19;Agente;Sim;0.019;Boleto Bancario
IND-221302120870;1;PREMIUM;1026.15;2870.0;23/07/2018;4;181.693,53;434,50;Agente;1;0.017;Boleto
IND-221300843063;2;Premium;R$ 1.060,76;2079.0;2020/9/21;3;R$ 189.929,35;R$1.216,16;Indicacao;1;0.063;pix
IND-221302207476;2;padrao;1211.25;2733.0;2018-12-07;2;R$ 193.392,85;R$ 726,09; Digital;Em dia;0.065;PIX
IND-221303061139;4;padrao;R$ 2.269;772.0;04-20-2024;1;91871.05;R$ 2.034;Digital;Em dia;0.168;boleto
IND-221300407296;1;BASICA;R$1.111,49;5297.0;30/11/2011;4;R$ 187.187,67;482.59;Digital;N/A;0.043;pix
IND-221301436692;4;NULL;1228.41;4170.0;2014-12-31;1;R$ 90.060,71;R$ 689,09;Agente;Sim;0.186;Debito Automatico
IND-221300495616;2;Std;R$1.202,57;2327.0;17/01/2020;2;137973.84;R$ 563,22;Agente;S;0.106;DEB AUTO
IND-221301208703;2;BASICA;R$1.097,38;3716.0;29 Mar 2016;2;123.325,48;R$979,00;?;Em dia;0.112;Cartão
IND-221301743388;1;padrao;R$1.282,73;30.0;02/05/2026;5;175.684,22;1.464,26; Agente;;#N/D;Cartão
IND-221301810570;5;Basic;R$ 1.299,53;1487.0;06 May 2022;?;128.002,09;R$ 1.147,89;Indicacao;Nao;0.202;Cartão
IND-221302957104;2;Std;R$ 896;1298.0;11-11-2022;3;239.943,66;R$ 855,37;Agente;Sim;0.088;Cartao
IND-221300511910;3;Basic;R$ 1.448,70;1011.0;25/08/2023;2;171599.25;R$ 1.733,76;Digital ;OK;0.114;DEB AUTO
IND-221303052387;3;Std;R$3.744,63;2183.0;09 Jun 2020;1;R$ 93.335,63;1481.83;Agente;Sim;0.119;Debito_Auto
IND-221302859086;2;padrao;1109.38;2222.0;2020-05-01;2;162069.43;923,57;Agente  ;S;0.084;debito
IND-221302545063;4;Basic;1.659,07;30.0;02 May 2026;1;96916.17;R$ 951,10;  Telefone;Em dia;#N/D;CC
IND-221302906406;3;BASICA;1.274,85;1904.0;2021/3/15;1;R$ 83.036,98;617,64;Digital;OK;0.121;Cartao
IND-221301245470;2;PADRAO;931.21;977.0;  ;2;R$ 114.397,90;382.58; Digital;Sim;0.091;Debito Automatico
IND-221302895118;1;Basic;R$1.008,19;4302.0;08-21-2014; ;144669.39;933.00;  Agente;null;0.054;Boleto Bancario
IND-221302147848;1;  ;1137.97;5870.0;06 May 2010;5;R$ 214.421,22;R$ 1.238,90;Agente;1;0.052;Pix
IND-221302780118;2;BASICA;R$ 1.056,76;2806.0;25 Sep 2018;1;R$ 111.746,75;543.63;Indicacao;OK;0.074;Debito_Auto
IND-221302980676;2;Std;R$ 1.170,23;4369.0;06-15-2014;2;119479.67;1002.42;Agente;Sim;0.075;Cartao_Credito
IND-221301779254;4;padrao;2.267,91;3271.0;17/06/2017;1;R$ 114.992,76;R$ 2.055,53;Digital;Sim;0.152;Boleto Bancario
IND-221302787534;4;Basica;951,87;-;NA;1;112.217,66;R$ 817,43;Agente;Em dia;0.203;DEB AUTO
IND-221301538462;2;;R$ 1.269;3209.0;08-18-2017;3;R$ 210.678,53;1312.03;Indicacao;S;0.111;boleto
IND-221300149771;1;Prem.;1.679,74;1928.0;02-19-2021;6;R$ 148.680,16;1.144,76;Indicacao  ;OK;0.032;Debito_Auto
IND-221302165887;3;Básica;R$ 1.821,47;501.0;2025-01-16;2;165970.11;R$ 1.568,94;Agente;Em dia;0.097;Cartao
IND-221303250779;1;Padrão;601,77;30.0;02/05/2026;2;137.353,84;R$644,11;  Digital;  ;0.07;Debito Automatico
IND-221302517757;1;PADRAO;R$ 1.312,32;4088.0;23 Mar 2015;5;R$570.186,28;R$ 525,27;  ;S;0.046;NULL
IND-221302866245;1;premium;1378.64;1867.0;2021/4/21;5;R$ 170.770,14;R$998,51;NULL;S;0.032;Debito Automatico
IND-221302497610;1;PADRAO;1300.82;4179.0;22/12/2014;4;R$ 96.278,50;R$ 1.071,99;Agente;S;0.06;Debito_Auto
IND-221301260253;2;Prem.;2485.61;3447.0;23/12/2016;5;154777.46;R$ 1.320,64;Telefone;S;0.097;Cartão
IND-221302991770;1;Std;R$ 1.124;2978.0;2018-04-06;4;198.984,58;1237.45;Digital;S;0.028;PIX
IND-221302414954;2;Padrão;675,04;2961.0;23 Apr 2018;1;104347.97;R$802,14;Indicacao  ;Sim;0.058;Cartao_Credito
IND-221300822471;3;Padrão;1859.2;2199.0;2020/5/24;2;119389.95;1592.84;  Indicacao;S;0.131;DEB AUTO
IND-221302643964;1;premium;1.193,96;1882.0;06 Apr 2021;5;R$ 183.611;R$1.150,73;Digital;Sim;0.044;Boleto
IND-221300750509;  ;basica;R$2.236,50;4778.0;02 May 2013;;R$ 153.316,02;R$ 1.091,91;Indicacao;Sim;0.089;Debito_Auto
IND-221303170373;1;Plus;R$ 961,10;5105.0;2012-06-09;4;144.900,33;-;Agente;Em dia;0.033;Boleto Bancario
IND-221302190284;1;Premium;1243.53;4054.0;2015-04-26;4;R$217.815,87;R$ 602,28;Telefone;1;0.029;debito
IND-221300372641;2;padrao;R$1.240,47;1030.0;06 Aug 2023;;R$ 122.414,11;1.241,03;Agente;OK;0.1;boleto
IND-221303239122;1;Std;R$ 1.233;2446.0;20 Sep 2019;4;R$ 198.473,69;R$ 997,99;Indicacao;Sim;0.036;pix
IND-221301202771;null;Padrão;1.055,97;1571.0;02-11-2022;2;R$ 141.876,24;732,05;Digital;S;0.069;Pix
IND-221300472141;5;Basica;R$ 846,18;2638.0;2019/3/12;1;147181.6;R$501,02;Indicacao;1;0.15;pix
IND-221303238612;4;BASICA;2427.58;657.0;13/08/2024;1;R$125.165,51;1335.72;Agente;OK;0.171;Pix
IND-221301839083;1;premium;1046.76;4443.0;04-02-2014;  ;R$ 217.592,39;R$ 1.228,45; Telefone;1;0.097;Boleto
